,Unnamed: 0,text,text_clean,text_preprocessed
307,307,"Alhamdulillah..
#Kanjuruhan #kanjuruhanberduka #SepakatDamai #barugajian Polisi Prabowo Nasdem Manggarai Lucas
https://t.co/7sTv5xb1i8",alhamdulillah polisi prabowo nasdem manggarai lucas ,"['alhamdulillah', 'polisi', 'prabowo', 'nasdem', 'manggarai', 'lucas']"
308,308,"Kunci Jawaban Soal SMP Kelas 7 Mapel Bahasa Indonesia Halaman 263, Bagaimana Salam Pembuka di Surat Dinas? https://t.co/R8pNpI1y3s 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",kunci jawaban soal kelas mapel bahasa indonesia halaman bagaimana salam pembuka surat dinas prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['kunci', 'jawab', 'soal', 'kelas', 'mapel', 'bahasa', 'indonesia', 'halaman', 'bagaimana', 'salam', 'buka', 'surat', 'dinas', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
309,309,@KompasTV Ngapin dek jadi polisi wwwq,ngapin adik jadi polisi wwwq ,"['ngapin', 'adik', 'jadi', 'polisi', 'wwwq']"
310,310,"@txtdrberseragam Jangan jadi polisi dek, Jadi peneliti aja dengan menjadi profesor bidang teknologi telekomunikasi. Km ciptakan mesin waktu untuk membasmi yg mereka sebut dengan oknum biang kericuhan tersebut.",jangan jadi polisi adik jadi peneliti menjadi profesor bidang teknologi telekomunikasi kamu ciptakan mesin waktu membasmi mereka sebut dengan oknum biang kericuhan tersebut ,"['jangan', 'jadi', 'polisi', 'adik', 'jadi', 'teliti', 'jadi', 'profesor', 'bidang', 'teknologi', 'telekomunikasi', 'kamu', 'cipta', 'mesin', 'waktu', 'basmi', 'mereka', 'sebut', 'dengan', 'oknum', 'biang', 'ricuh', 'sebut']"
311,311,@txtdrberseragam Mahal bgt mau masuk polisi jadi yatim piatu dulu,mahal sangat mau masuk polisi jadi yatim piatu dulu ,"['mahal', 'sangat', 'mau', 'masuk', 'polisi', 'jadi', 'yatim', 'piatu', 'dulu']"
312,312,"Tak Ada Aktivitas, Apa Kabar dengan Sosial Media Rizky Billar https://t.co/eUsRhEc94s 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",ada aktivitas apa kabar sosial media rizky billar prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['ada', 'aktivitas', 'apa', 'kabar', 'sosial', 'media', 'rizky', 'billar', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
313,313,Klo kondisi begini bisa aga sih dilaporin ke polisi...korbannya ada mungkin banyak..tolonglah yg deket2 sekitarnya dipantau masa hra nunggu korban  lagi https://t.co/PZFFIhmQkv,kalau kondisi begini aga sih dilaporin polisikorbannya mungkin banyaktolonglah dekat sekitarnya dipantau masa hra menunggu korban ,"['kalau', 'kondisi', 'begini', 'aga', 'sih', 'dilaporin', 'polisikorbannya', 'mungkin', 'banyaktolonglah', 'dekat', 'sekitar', 'pantau', 'masa', 'hra', 'tunggu', 'korban']"
314,314,@txtdrberseragam Ya jangan disuruh jadi polisi anjir. Mnding dibiayai sampai masuk sarjana hukum biar bsa nuntut smua orang yang terlibat,iya jangan disuruh jadi polisi terkejut mnding dibiayai masuk sarjana hukum bisa nuntut semua orang terlibat ,"['iya', 'jangan', 'suruh', 'jadi', 'polisi', 'kejut', 'mnding', 'biaya', 'masuk', 'sarjana', 'hukum', 'bisa', 'nuntut', 'semua', 'orang', 'libat']"
315,315,@txtdrberseragam Klo udah gede dn tau Bpkx mati krn polisi pasti si anak ganti cita2,kalau gede dn tahu bpkx mati polisi si anak ganti cita ,"['kalau', 'gede', 'dn', 'tahu', 'bpkx', 'mati', 'polisi', 'si', 'anak', 'ganti', 'cita']"
316,316,"Ini lagi polisi tolol, SOP kalau ada kerumunan. Udah tau stadion itu ruang tertutup, itu gas bakal ada di situ-situ aja. Lo kalau nembak gas air mata di jalanan buat bubarin orang demo yang ditembakin masih bisa kabur ke mana-mana karena ruang terbuka. Emang gini nih kalau tolol https://t.co/uq4Q1ACnYW",lagi polisi tolol sop kalau kerumunan tahu stadion ruang tertutup gas bakal situ-situ kamu kalau menyatakan gas air mata di jalanan membuat bubarkan orang demo ditembakin masuk kabur mana-mana ruang terbuka memang begini kalau tolol ,"['lagi', 'polisi', 'tolol', 'sop', 'kalau', 'kerumun', 'tahu', 'stadion', 'ruang', 'tutup', 'gas', 'bakal', 'situ', 'kamu', 'kalau', 'nyata', 'gas', 'air', 'mata', 'di', 'jalan', 'buat', 'bubar', 'orang', 'demo', 'ditembakin', 'masuk', 'kabur', 'mana', 'ruang', 'buka', 'memang', 'begini', 'kalau', 'tolol']"
317,317,@CNNIndonesia Yg mukulin polisi ada??,mukulin polisi ,"['mukulin', 'polisi']"
318,318,"@hujanpanass Apabila polisi berbuat salah...
Maka kembali lagi masyarakat yang salah..
Polisi hakikat nya malaikat maut..",apabila polisi berbuat salah kembali masyarakat salah polisi hakikat nya malaikat maut ,"['apabila', 'polisi', 'buat', 'salah', 'kembali', 'masyarakat', 'salah', 'polisi', 'hakikat', 'nya', 'malaikat', 'maut']"
319,319,"Seandainya Tak Penuhi Janji, Polisi Akan Bertindak Ini Kepada Rizky Billar  https://t.co/OuQ1Y2WCe4 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",seandainya penuhi janji polisi bertindak kepada rizky billar prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['anda', 'penuh', 'janji', 'polisi', 'tindak', 'kepada', 'rizky', 'billar', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
320,320,"@txtdrberseragam Apapun masalahnya, jadikan anak korban sebagai polisi solusinya",apapun masalahnya jadikan anak korban polisi solusinya ,"['apa', 'masalah', 'jadi', 'anak', 'korban', 'polisi', 'solusi']"
321,321,@txtdrberseragam Ojo gelem dadi polisi le cah bagus,ojo gelem dadi polisi le cah bagus ,"['ojo', 'gelem', 'dadi', 'polisi', 'le', 'cah', 'bagus']"
322,322,@nonameplisss @handokosupraja @dj_bius @CNNIndonesia Wkakakkakakaka... jawaban tercerdas. Sejak kapan panpel - Lib - polisi polsek polres jadi bawahan presiden. LOL,wkakakkakakaka jawaban tercerdas sejak kapan panpel - lib - polisi polsek polres jadi bawahan presiden haha ,"['wkakakkakakaka', 'jawab', 'cerdas', 'sejak', 'kapan', 'panpel', '-', 'lib', '-', 'polisi', 'polsek', 'polres', 'jadi', 'bawah', 'presiden', 'haha']"
323,323,"#BeritaJabar 
7 Tahun Kematian Aksyena Ahad Dori Tak Ada Titik Terang, Keluarga Minta Hal Ini Kepada Polisi
#kematianakseyna 
#poldametrojaya 
https://t.co/qcBkK1qzf4",tahun kematian aksyena ahad dori ada titik terang keluarga minta ini polisi ,"['tahun', 'mati', 'aksyena', 'ahad', 'dor', 'ada', 'titik', 'terang', 'keluarga', 'minta', 'ini', 'polisi']"
324,324,"@Hijabi_Woman @Yantidaryanti @fraksinasdemjkt @wibiandrino @NasDem Tangkap perempuan ini Pak Polisi !!
@hijabi_woman
@CCICPolri 
@Poldametrojaya_ 
@ditreskrimumpmj 
@DivHumas_Polri",tangkap perempuan pak polisi ,"['tangkap', 'perempuan', 'pak', 'polisi']"
325,325,"@msaid_didu Mereka dilatih untuk menertawakan kekalahan massa thd polisi, yg mana kaum mereka...
Dan lebih menjijikan lagi, kejadian di depan mata mereka adalah hiburan yg tidak bisa mereka dapat dlm keseharian nya...

Kau mau mengelak apalagi @ListyoSigitP ???
Matikah logika mu??",dilatih menertawakan kekalahan massa polisi mana kaum dan lebih menjijikan kejadian depan mata adalah hiburan tidak mereka dalam keseharian nya kamu mau mengelak matikah logika mu ,"['latih', 'tertawa', 'kalah', 'massa', 'polisi', 'mana', 'kaum', 'dan', 'lebih', 'jijik', 'jadi', 'depan', 'mata', 'adalah', 'hibur', 'tidak', 'mereka', 'dalam', 'hari', 'nya', 'kamu', 'mau', 'elak', 'mati', 'logika', 'mu']"
326,326,"Dear pak polisi @DivHumas_Polri @ListyoSigitP 

Tolong pendidikan polisi kroco2 ini ditambah pak
Jangan cuma bberapa bulan, banyak yg mentalnya msi prematur kasian udah dikasi tanggungjawab https://t.co/wcbmbqx3Em",dear pak polisi pendidikan polisi kroco ditambah pak jangan cuma bberapa bulan banyak mentalnya msi prematur kasian dikasi tanggungjawab ,"['dear', 'pak', 'polisi', 'didik', 'polisi', 'kroco', 'tambah', 'pak', 'jangan', 'cuma', 'bberapa', 'bulan', 'banyak', 'mental', 'msi', 'prematur', 'kasi', 'kasi', 'tanggungjawab']"
327,327,"Jelang Diperiksa Terkait Kasus Dugaan KDRT, Polisi Imbau Ini Kepada Rizky Billar  https://t.co/6pTjkaw1Dm 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",jelang diperiksa terkait kasus dugaan kdrt polisi imbau kepada rizky billar prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['jelang', 'periksa', 'kait', 'kasus', 'duga', 'kdrt', 'polisi', 'imbau', 'kepada', 'rizky', 'billar', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
328,328,motor polisi kok ga ada spion 🤭 https://t.co/djynQW5npu,motor polisi kok ada spion 🤭 ,"['motor', 'polisi', 'kok', 'ada', 'spion', '']"
329,329,"@dikeyuandana_ @Chesacheslie Kalau gitu polisi kok nonjok, bukanya tugasnya melindungi masyarakat? :)",kalau polisi kok nonjok bukanya tugasnya melindungi masyarakat ,"['kalau', 'polisi', 'kok', 'nonjok', 'buka', 'tugas', 'lindung', 'masyarakat']"
330,330,"Imbas Prank KDRT, Baim Wong dan Paula Verhoeven Bakal Diperiksa, Ini Penjelasan Polisi https://t.co/mQ43pZzWrf 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",imbas prank kdrt baim wong paula verhoeven bakal diperiksa penjelasan polisi prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['imbas', 'prank', 'kdrt', 'baim', 'wong', 'paula', 'verhoeven', 'bakal', 'periksa', 'jelas', 'polisi', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
331,331,Nah ini kasus lg aja lagi2 polisi https://t.co/vA18IU7H4X,nah kasus saja polisi ,"['nah', 'kasus', 'saja', 'polisi']"
332,332,semoga polri tidak mengulur waktu dalam menuntaskan sidang etik terhadap puluhan anggota polisi yang terlibat kasus Duren Tiga. #GelarPelimpahanTahap2 kawal Segera Masuk Sidang https://t.co/uL73XSnqnu,semoga polri mengulur waktu menuntaskan sidang etik puluhan anggota polisi terlibat kasus durian tiga kawal segera masuk sidang ,"['moga', 'polri', 'ulur', 'waktu', 'tuntas', 'sidang', 'etik', 'puluh', 'anggota', 'polisi', 'libat', 'kasus', 'durian', 'tiga', 'kawal', 'segera', 'masuk', 'sidang']"
333,333,"Kocak banget asli 😂😂 tragedi kanjuruhan belum seminggu loh.. Asli, sekarang tahta tertingi polisi absurd bukan dr India lagi tapi dari Indonesia 🔥👊 https://t.co/35F94nW245",kocak sangat asli 😂😂 tragedi kanjuruhan seminggu loh asli sekarang tahta tertingi polisi absurd bukan india tapi indonesia 🔥👊 ,"['kocak', 'sangat', 'asli', '', 'tragedi', 'kanjuruhan', 'minggu', 'loh', 'asli', 'sekarang', 'tahta', 'tingi', 'polisi', 'absurd', 'bukan', 'india', 'tapi', 'indonesia', '']"
334,334,@Sambo_Kaisar @Nandangsud1 @alisyarief @sehat_roemah @restyca_yah @Res_tycayah @DrEvaChaniago @ConnellyAL @6undul0h @_melody_mellow @Nicho_Silalahi @kr1t1kp3d45_pro @AremafcOfficial @aremadesign @mohmahfudmd @ListyoSigitP @Puspen_TNI POLISI BIADAB,polisi biadab ,"['polisi', 'biadab']"
335,335,"Aaannnjjiiirrrrr..... 
POLISI lagi..... 😂😂😂 https://t.co/NpjLX3feRo",aaannnjjiiirrrrr polisi 😂😂😂 ,"['aaannnjjiiirrrrr', 'polisi', '']"
336,336,"@txtdrberseragam Seandainya ada polisi swasta, gue mau dah dipotong gaji tiap bulan buat bayar preminya kaya asuransi, asalkan kerjanya bener.

Gue kehilangan barang berharga aja disuruh diikhlasin, gak ada pura2nya samsek buat dicari pelakunya.",seandainya polisi swasta mau dipotong gaji tiap bulan membuat bayar preminya asuransi asalkan kerjanya benar kehilangan barang berharga disuruh diikhlasin ada puranya sama membuat dicari pelakunya ,"['anda', 'polisi', 'swasta', 'mau', 'potong', 'gaji', 'tiap', 'bulan', 'buat', 'bayar', 'premi', 'asuransi', 'asal', 'kerja', 'benar', 'hilang', 'barang', 'harga', 'suruh', 'diikhlasin', 'ada', 'pura', 'sama', 'buat', 'cari', 'laku']"
337,337,"Imbas Prank KDRT, Baim Wong dan Paula Verhoeven Dilaporkan oleh Dua Pihak Ini https://t.co/fkpGD3Zp6Z 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",imbas prank kdrt baim wong paula verhoeven dilaporkan dua pihak prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['imbas', 'prank', 'kdrt', 'baim', 'wong', 'paula', 'verhoeven', 'lapor', 'dua', 'pihak', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
338,338,"@DivHumas_Polri masalahnya gada yg perlu diapresiasi dari kinerja polri, apalagi polisi yg humanis boro boro berintegritas dan inspiratif. klo disuruh bikin dongen dengan tema itu mungkin bisa, cerita fiktif.",masalahnya tidak-ada perlu diapresiasi kinerja polri polisi humanis boro boro berintegritas inspiratif kalau disuruh membuat dongen tema mungkin cerita fiktif ,"['masalah', 'tidak-ada', 'perlu', 'apresiasi', 'kerja', 'polri', 'polisi', 'humanis', 'boro', 'boro', 'integritas', 'inspiratif', 'kalau', 'suruh', 'buat', 'dongen', 'tema', 'mungkin', 'cerita', 'fiktif']"
339,339,"@DivHumas_Polri Semangat untuk memperbaiki, jangan pencitraan aja ya pak polisi.",semangat memperbaiki jangan pencitraan iya pak polisi ,"['semangat', 'baik', 'jangan', 'citra', 'iya', 'pak', 'polisi']"
340,340,"@txtdrberseragam ""Demi meringankan dukanya, Kapolda Jatim memberikan beasiswa pendidikan serta mendukung cita cita Alfiansyah menjadi seorang oknum Polisi """,meringankan dukanya kapolda jatim memberikan beasiswa pendidikan mendukung cita cita alfiansyah menjadi seorang oknum polisi ,"['ringan', 'duka', 'kapolda', 'jatim', 'beri', 'beasiswa', 'didik', 'dukung', 'cita', 'cita', 'alfiansyah', 'jadi', 'orang', 'oknum', 'polisi']"
341,341,"Ketua PSSI nya polisi, yang nembakin gas air mata polisi. Yang disalahin panpel.",ketua pssi nya polisi nembakin gas air mata polisi disalahin panpel ,"['ketua', 'pssi', 'nya', 'polisi', 'nembakin', 'gas', 'air', 'mata', 'polisi', 'disalahin', 'panpel']"
342,342,"Istrinya Hadiri Sidang Cerai, Mantan Bupati Purwakarta Dedi Mulyadi Pilih Panggul Beras Bantu Warga    https://t.co/ad0g4UglX4 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",istrinya hadiri sidang cerai mantan bupati purwakarta dedi mulyadi pilih panggul beras bantu warga prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['istri', 'hadir', 'sidang', 'cerai', 'mantan', 'bupati', 'purwakarta', 'dedi', 'mulyadi', 'pilih', 'panggul', 'beras', 'bantu', 'warga', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
343,343,@txtdrberseragam yakin cita2 dia pengen jdi polisi????????????,yakin cita ingin jadi polisi ,"['yakin', 'cita', 'ingin', 'jadi', 'polisi']"
344,344,"@haraarunika @txtdrberseragam Mungkin dengan cara itu polisi minta maaf kepada keluarga korban. Kasian
Keluarganya",mungkin cara polisi minta maaf keluarga korban kasian keluarganya ,"['mungkin', 'cara', 'polisi', 'minta', 'maaf', 'keluarga', 'korban', 'kasi', 'keluarga']"
345,345,"@Nunna_RM Lapor mbak, ajak teman lu skalian dan teman teman tongkrongan sambil rekam untuk jaga jaga dilecehkan jga di kantor polisi",lapor mbak ajak teman kamu sekalian teman teman tongkrongan rekam jaga jaga dilecehkan di kantor polisi ,"['lapor', 'mbak', 'ajak', 'teman', 'kamu', 'sekali', 'teman', 'teman', 'tongkrong', 'rekam', 'jaga', 'jaga', 'leceh', 'di', 'kantor', 'polisi']"
346,346,"Pak polisi selalu sigap dalam menyelesaikan masalah dehh😍#GelarPelimpahanTahap2
Segera Masuk Sidang https://t.co/f25UxqV53p",pak polisi selalu sigap menyelesaikan masalah dehh😍 segera masuk sidang ,"['pak', 'polisi', 'selalu', 'sigap', 'selesai', 'masalah', 'dehh', 'segera', 'masuk', 'sidang']"
347,347,"@abu_waras Mantap, polisi Indonesia sdh go internasional",mantap polisi indonesia go internasional ,"['mantap', 'polisi', 'indonesia', 'go', 'internasional']"
348,348,"- bapak ini tdk pernah &amp; tdk akan pernah mengendurkan penganakemasannya thd polisi
- dr sejumlah kasus kekerasan oleh negara, bapak ini tdk pernah peduli perkara nyawa korbannya
- bapak ini tdk akan pernah tau bedanya terkunci &amp; dikunci. Sorry to say, kapasitas intelektualnya 👎 https://t.co/FnxohX0eln",- bapak pernah amp; tidak pernah mengendurkan penganakemasannya polisi - sejumlah kasus kekerasan negara bapak tidak pernah peduli perkara nyawa korbannya - bapak tidak akan pernah tahu bedanya terkunci amp; dikunci maaf to kapasitas intelektualnya 👎 ,"['-', 'bapak', 'pernah', 'amp', '', 'tidak', 'pernah', 'kendur', 'penganakemasannya', 'polisi', '-', 'jumlah', 'kasus', 'keras', 'negara', 'bapak', 'tidak', 'pernah', 'peduli', 'perkara', 'nyawa', 'korban', '-', 'bapak', 'tidak', 'akan', 'pernah', 'tahu', 'beda', 'kunci', 'amp', '', 'kunci', 'maaf', 'to', 'kapasitas', 'intelektual', '']"
349,349,"@KompasTV semoga nanti setelah dia SMA dia udah ngerti apa yang sebenarnya terjadi pada org tuanya, dan dia gak jadi mau masuk polisi",semoga setelah sama sudah mengerti apa sebenarnya terjadi orang tuanya dia jadi mau masuk polisi ,"['moga', 'telah', 'sama', 'sudah', 'erti', 'apa', 'benar', 'jadi', 'orang', 'tua', 'dia', 'jadi', 'mau', 'masuk', 'polisi']"
350,350,@CNNIndonesia Pendkung lu yg radikal yg memulai smua'a tragedi ini. Seenk jidat nyalahin polisi skrng nuntut presiden mnt maaf. Emang gaada otak. Hukum tuan rumah ga boleh ada penonton seumur hidup!,pendkung kamu radikal memulai smua'a tragedi seenk jidat salah polisi sekarang nuntut presiden minta maaf memang otak hukum tuan rumah boleh ada penonton seumur hidup ,"['pendkung', 'kamu', 'radikal', 'mulai', 'smua', '', 'a', 'tragedi', 'seenk', 'jidat', 'salah', 'polisi', 'sekarang', 'nuntut', 'presiden', 'minta', 'maaf', 'memang', 'otak', 'hukum', 'tuan', 'rumah', 'boleh', 'ada', 'tonton', 'umur', 'hidup']"
351,351,@txtdrberseragam Ga semua bisa diselesaikan dgn menjadi polisi ya pak,semua diselesaikan menjadi polisi iya pak ,"['semua', 'selesai', 'jadi', 'polisi', 'iya', 'pak']"
352,352,"Jgn impulsif gobloq, lu tuh miskin, yang kaya tuh cuman polisi",jangan impulsif gobloq kamu miskin seperti cuma polisi ,"['jangan', 'impulsif', 'gobloq', 'kamu', 'miskin', 'seperti', 'cuma', 'polisi']"
353,353,"HOT, Lesti Kejora ternyata Pernah Dimintai Rp40 Juta ke Rizky Billar, Padahal Baru Ketemu https://t.co/1EymL9z3Js 
#UsutTuntasTragediKanjuruhan 
#AgnezMo
#SepakatDamai
Prabowo
Polisi
Aremania
PSSI
Telkomsel
Mamat
Nasdem
Kompolnas",hot lesti kejora ternyata pernah dimintai rp juta rizky billar padahal baru ketemu prabowo polisi aremania pssi telkomsel mamat nasdem kompolnas ,"['hot', 'lesti', 'kejora', 'nyata', 'pernah', 'minta', 'rp', 'juta', 'rizky', 'billar', 'padahal', 'baru', 'ketemu', 'prabowo', 'polisi', 'aremania', 'pssi', 'telkomsel', 'mamat', 'nasdem', 'kompolnas']"
354,354,"@txtdrberseragam Makin mahal aja biaya jadi polisi, mesti kehilangan orang tua dulu.",makin mahal biaya jadi polisi kehilangan orang tua dulu ,"['makin', 'mahal', 'biaya', 'jadi', 'polisi', 'hilang', 'orang', 'tua', 'dulu']"
355,355,Polisi mengungkap hasil visum tentang luka-luka yang diderita Lesti Kejora usai dibanting dan dicekik suaminya Rizky Billar. https://t.co/LfxYaxpBVQ,polisi mengungkap hasil visum luka-luka diderita lesti kejora usai dibanting dicekik suaminya rizky billar ,"['polisi', 'ungkap', 'hasil', 'visum', 'luka', 'derita', 'lesti', 'kejora', 'usai', 'banting', 'cekik', 'suami', 'rizky', 'billar']"
356,356,"@tvOneNews Bacot...semua gk mau disalahkan, giliran suporter yg disalahin, malah playing victim nuduh gas air mata. Giliran polisi disalahkan malah ngelempar ke suporter. Sadar diri ajalah kalian",bacotsemua mau disalahkan giliran suporter disalahin bahkan playing victim nuduh gas air mata giliran polisi disalahkan bahkan ngelempar suporter sadar diri ajalah kalian ,"['bacotsemua', 'mau', 'salah', 'gilir', 'suporter', 'disalahin', 'bahkan', 'playing', 'victim', 'nuduh', 'gas', 'air', 'mata', 'gilir', 'polisi', 'salah', 'bahkan', 'ngelempar', 'suporter', 'sadar', 'diri', 'aja', 'kalian']"
